英文,中文
Deptford road crash: Cyclist dies in collision with car,德特福德道路交通事故：单车车主与汽车相撞后死亡
Sometimes this leads to dramatic changes in temperature over short distances.,这种情况有时会导致短距离内，温度发生剧烈变化。
"So we are continuing to pursue those individuals,"" Mr. Albence said.",因此我们在不停地追捕这些人”，阿尔伯塞特说到。
"Tomorrow is the individual performances that come forward, and that is a different thing to do.",明天是一场自告奋勇的个人表演，与平时有些不同。
Residents are now being told it will be hours until they are allowed back in.,目前，居民已收到通知，还要等几个小时才能进入。
A police officer was heard telling one man that the entire area is now being treated as a crime scene.,一名警察对一男子称，整个地区都已划为犯罪现场。
"Both of those counts carry a possibly death sentence, according to the court document.",根据这份法庭文件介绍，这两项罪名均可判处死刑。
"It's very amusing knowing now what we know about Paddington's huge success.""",现在帕丁顿熊却取得了巨大的成功，真的很好笑。”
"""This is what you worry about at all times,"" Wade said.",Wade 称，“这是我们最不愿意看到的结局。“
"""After November 6, I will take a hard look at running for president.""",“11 月 6 日后，我将严肃考虑总统大选。”
"Hundreds died in Nias Island, off the coast of Sumatra.",造成临近苏门答腊岛海岸的尼亚斯岛上数百人死亡。
"Trump argued that Democrats are on a mission to ""resist and obstruct.""",特朗普称，民主党肩负的使命就是“抵抗和阻挠”。
The leak came sometime after the three senators had questioned Kavanaugh.,信息泄露于三位参议员质问卡瓦诺之后的某个时间。
Shark injures 13-year-old on lobster dive in California,加州一 13 岁男童在潜水捕捞龙虾时被鲨鱼咬伤
It has been a decade since the Southern District of New York last prosecuted a death penalty case.,纽约南区上一次起诉死刑案已经过去 10 年了。
"The couple deny they are racist, likening the suit to ""extortion.""",夫妇二人拒绝承认种族歧视，称此案件为“勒索”。
"In Palu, more than 16,000 people were evacuated after the disaster struck.","在巴鲁，灾难发生后，16,000 多人被疏散。"
Matt de Grood shouldn't be punished because of schizophrenia stigma,马特·德·格罗德不应为精神分裂症污名而受到惩罚
"'It sounds dorky, but it's really fun': inside the cosy world of bookstagram",“听起来很怪，但真得很有趣：在温馨的书讯世界里
"Saudi Arabia To Offer Tourist Visas For First Time, Abolish Abaya Rule",沙特阿拉伯首次提供旅游签证，废除阿巴亚长袍规定
The territory is the first jurisdiction in Australia to recognize animal sentience.,该区是澳大利亚第一个承认动物感知能力的管辖区。
"EU, British negotiators work toward Brexit deal in Belgium",欧盟和英国谈判代表在比利时为达成脱欧协议而努力
It was finally diplomatically resolved after which both sides pulled back their troops.,最后通过外交手段解决了问题，双方都撤回了军队。
Pompeo accuses Syria of using chemical weapons in May attack,蓬佩奥指责叙利亚在 5 月的袭击中使用化学武器
But the move attracted praise from some social media users.,尽管如此，此举在社交媒体上赢得一些用户的称赞。
"Mr Johnson, for his part, said he ""deplores"" threats made against MPs.",约翰逊则表示，他对针对议员的威胁感到“遗憾”。
Google Marks Its 21st Birthday With a Doodle: All You Need to Know,谷歌推出其 21 岁周年庆涂鸦：你所不知的故事
Adorable pictures show new-born rhino nuzzling her mother and exploring new home,图片上是新出生的犀牛正用鼻子蹭妈妈和探索新家。
David Attenborough working on new documentary about animals and colour,大卫·艾登堡正在制作关于动物和色彩的全新纪录片
Boris Johnson has been criticised for the tone of language he has used in the Commons chamber,鲍里斯·约翰逊因其在下议院使用的语气而受到批评
"He added: ""It's backfired on him now, though, that's the sad thing.""",他补充说：“结果却事与愿违，这是非常可悲的。”
"She, however, urged the men to take HIV testing as an important issue.",但是，她呼吁男士们严肃认真地对待艾滋病毒检测。
"""Listen, I don't want to make my people mad,"" she said.",她说道：“听着，我不想让那些看着我的人疯掉。”
"""I can assure you, this one is going to get solved,"" he said.",他说：“这个问题会得到解决，我可以向你保证。”
The campaign also incurred a one-time late fee over its failure to pay on time.,由于未能按时付款，该活动还产生了一次性滞纳金。
It's the part of the brain that allows squirrels to find their nuts.,松鼠能找到坚果， 也要归功于它们大脑的海马体。
Remember under stress you're not thinking clearly.,记住在压力下，你可能 思维混乱，不能考虑清楚。
"However, in this day and age, we live in a very audio-centric world.",但是在这个时代 我们生活在以声音为核心的世界里
It's a system that gradually varies its functionality by varying elasticity.,这是一个系统，通过改变弹性 逐渐改变它的功能。
The first was that I wasn't sure how I was going to turn any of this into a career.,一是我不确定 如何才能将这些兴趣变成我的职业。
"In our first piece of clothing, we combined two microorganisms.",在我们的第一件衣服中， 我们结合了两种微生物。
"This is half the length of a football field, and 10 times as long as our small intestines.",这是半个足球场的长度， 是我们小肠长度的十倍。
No additive manufacturing today gets even close to this level of sophistication.,今天没有任何增材制造 可以做到这种复杂的水平。
"They would healthily metamorphisize, and we would be able to create these things.",它们还能健康地羽化， 而我们能创造这样的衣服。
Number 28: When did you last cry in front of another person?,问题28:你上一次当着 别人的面哭是什么时候？
"""But did you become better friends?"""" I asked.""",“但你们的关系是不是 比以前更好了？”我又问。
"So, ""The Triptych."" I'll walk you through this piece.",好，“三联画”，我会慢慢 跟你们解释这件作品。
"I'm in the middle of two projects: One's called ""Psychogeographies.""",我现在同时进行两个项目： 一个叫“心理地图”。
"The laser pierces the cell, while the cell swallows the drug in a matter of microseconds.",激光将细胞刺穿， 毫秒之间，细胞就吞下了药物。
"It's a story about this woman, Natalia Rybczynski.",这个故事是关于这位女性， 娜塔莉娅·丽琴斯基。
"NR: Yeah, you want to track it. It's kind of important.",“当然啊， 你要紧盯配送进度。它很重要的啊。”
"in the next few years, humanity's going to go through a shift, I think.",在接下来的几年， 人类将经历一个转变，我认为。
We're building a system that you've always known how to use.,我们在建造一个你们一直都知道 怎么使用的系统。
We're going against the Neural Path of Least Resistance.,我们走的是与 “最小阻力神经管道”相反的路线。
What do babies do when they see something that grabs their interest?,当婴儿看到它们感兴趣的事的时候 它们会怎么做？
"And in point of fact, I took a route that was not exactly what my parents had in mind.",而实际上， 我的选择和父母心中所想的不太一样。
"And I said, ""What?"" I mean, what could it be, at this point?",我很惊讶：“什么嘛？ 你们现在有什么好担心？”
"I've got to have some action items, not just for you but for me.",我有一些行动上的建议， 对你们，也是对我自己。
And conservatives care about economic liberty 28 percent more than they care about poverty.,而保守主义者关心经济自由 比关心贫穷多28%。
"And they say, ""It's the best one we've ever seen.""","对方接着说, ""这是我们看过最棒的一篇论文。“"
"And this entire situation, with the three characters -- this is the procrastinator's system.",这整个情况，加上那三种角色 就是拖延者的系统。
"That's not that many boxes, especially since we've already used a bunch of those.",其实没多少格子， 尤其是我们已经活了这么多年。
"I had prayed their prayers, I had yielded not to temptation as best I could.",我做了他们做的祷告， 我努力地抵抗心中的欲望。
I held on when I showed up at Lehman Brothers as an intern in 2008.,当我2008年到雷曼兄弟实习时， 我也搜寻着。
And I don't expect it to be much different in Europe or anywhere else in the world.,我想，在欧洲应该也差不多 在世界各地都差不多。
"The most productive areas in green, the least productive in red.",最高效的农业生产地区是绿色的， 最差的是红色。
"I think of that as the first user on the plant Facebook, right?",（鼓掌） 我想，那是第一个 植物脸书的用户吧？
"We've grown humans -- Well maybe you could, but we didn't.",我们种植过人类 --  也许你能，但我们不行。
"And if you want to be humbled, try to teach a kid something.",如果你想要变得谦逊， 试着去教孩子做些什么吧。
"We start sending information about food, rather than sending food.",我们开始发送关于食物的信息， 而不是分发食物。
So Amira and her family face an almost impossible choice.,所以阿米拉和她的家人 面对一个几乎不可能的选择
We chose Uganda not because it's representative of all host countries.,我们选择乌干达 并不因为它是接收国中的典型代表
"Now, on the other side of the peninsula lies Cabo Pulmo, a sleepy fishing village.",在半岛的另一侧是普尔莫角， 一个宁静的小渔村。
Decades of overfishing had brought them close to collapse.,数十年的过度捕捞一度 将这个村子带到破产边缘。
"By 1990, a mere decade later, this proportion stood at 80 percent.",到1990，仅仅十年之后 这一比例上升到80%
"I was providing excellent treatment, such as it was.",我提供了最好的治疗措施 至少在当时的条件下如此
"It's condescending, and it's really boring, and we tend to do it a lot.",这很咄咄逼人，也很无聊。 但我们很容易这样做。
"Number nine: This is not the last one, but it is the most important one.",第九条： 这不是最后一条， 但是最重要的一条。
"And honestly, I think it's what makes me a better host.",说真的，我想是这一切 让我成为了更好的主持人。
I am here today to challenge you to look at us as equals.,我今天来到这里 就是想大胆提出，将我们平等看待
"We sent it to Boston, where my team works.",我们把样品发到了波士顿， 我的团队工作的地方，
This is the blueprint -- the genome of a virus is the blueprint.,这就是一份蓝图—— 病毒的基因组就是一份蓝图。
"Nelson Mandela said, ""Sports has the power to change the world.""",尼尔森·曼德拉说过 “体育有改变世界的能力。”
It can cause a severe fever and can often be fatal.,它可以导致严重的发热症状， 而且往往是致命的。
We'll probably never know about tweets that Trump didn't send.,我们可能从来不知道特朗普没有发送的那些推特。
The report indicated that the per capita spending for shopping by foreign tourists amounted to KRW1.06 million.,报告指出，外国游客人均购物额为106万韩元。
The 19th National Congress of the Communist Party of China first proposed the construction of a modern economic system and demanded that,十九大报告首次提出建设现代化经济体系，并要求
"We have learned a great deal from the early study of the 19th CPC National Congress report,",之前学习十九大报告的时候，很多东西虽然都知道
this shows the determination and responsibility of the Chinese Communist Party in building a better world.,这展现出中国共产党建设美好世界的决心与担当。
It featured two 20-inch-long spikes which protruded from its shoulders.,它有两个 20 英寸长的、从肩部突起的尖角。
But the dinosaur's undersea burial preserved its armor in exquisite detail.,但是，这种恐龙葬身海底使其披甲得以完整保存。
Just successfully concluded the 19th CPC National Congress,刚刚胜利闭幕的中国共产党第十九次全国代表大会
"I think that there is a major relationship. First, in your home, you must use it to create a high quality lifestyle.",我觉得关系大了，第一个你们家里首先要素质高。
I feel that life of farmers has a promising future.,觉得对我们农民的生活确实有了一个很好的前景。
The future and the destinies of the citizens of every country in the world are increasingly linked.,世界各国人民前途命运越来越紧密地联系在一起。
Zhang Dongfang: The mobile payment war waged in Germany is nothing new.,张冬方：在德国拉开的移动支付战局不具期待性。
"Flynn pleaded guilty when he was in court that day, and expressed his willingness to cooperate with the investigation.",弗林当天在法院出庭时认罪，并表示愿意配合调查
"The report was hosted by Li Zhiyong, deputy secretary of the working committee of the Central State Organs.",报告会由中央国家机关工委常务副书记李志勇主持
"The meeting adopted the Beijing Initiative and emphasized that mutual trust should be enhanced among political parties, there should be strengthened communication and",会议通过北京倡议强调政党间应增进互信加强沟通
"""I just don't think white people back then said 'n---a.'""",“我只是认为白人回击的时候不会说‘啊 '。”
We must also create more opportunities for the world by promoting China's development.,我们也要通过推动中国发展给世界创造更多机遇。
"The technology is similar to a microchip implanted for cats and dogs, and takes just 30 seconds.",该技术与猫狗芯片植入类似，且只需 30 秒。
"conducting in-depth exchanges on topics such as education, employment, and human rights in Xinjiang.",就新疆的教育、就业和人权等话题进行深入交流。
The ministry said that the court may impose a fine.,外交部表示，法庭可能会对随意露营者处以罚款。
the successful closing of the 19th CPC National Congress and Xi Jinping’s re-election as the General Secretary the CPC Central Committee.,和习近平再次当选中共中央总书记表示热烈祝贺。
The surest mark of regime change is when they start attacking the statues.,政权更迭最确定的标志是他们开始攻击雕像之时。
It is a strong impetus for innovation in building a powerful network.,重大制度创新建设网络强国需要创新的强力驱动。
There should be a unified idea throughout the globe where all people of the world can can understand each other.,世界各国人民应该秉持天下一家理念，彼此理解。
Size of China’s self drive tourism market may exceed RMB1 trillion by 2020,中国自驾车旅游2020年市场规模或突破万亿元
Whether to stop this convenient service or not due to the uncivilized behavior of individuals,是否因为个别人的不文明行为就停止这项便民服务
as the criterion to meet in all its work and focus on how to win when it is called on.,必须坚持战斗力标准，要向能打仗、打胜仗聚焦。
"A song lasts between four and five minutes, so telling an entire story would be very difficult.",一首歌四到五分钟，要完整讲述一个故事很困难。
"As the company points out, however, the TSA guidelines are somewhat complicated and confusing.",然而，该公司指出 TSA 指南有点复杂难懂。
Only by combining online and offline operations will new retail come into being.”,线上线下和物流结合在一起，才会产生新零售。”
"Ten pieces of nota cost only 10,000 Indonesian rupiah (75 cents).",十块红薯只值 1 万印尼卢比（75 美分）。
"Finally, we came back and got off the plane. Our mood is better when returning to our own country.",终于回来，下了飞机，到了自己的国家的心情也好
The rescue timetable has been extended more than twice to locate survivors.,为了找到生还艇员，救援时间已经延长了两倍多。
Here are some of the financial aspects of Neymar's move to France.,以下是内马尔转会至法国所产生的一些财务影响。
"On May 10, environmental protection volunteers loaded rubbish that have been sorted onto trucks.",5月10日，环保志愿者们将分类垃圾装入卡车。
"According to media report, the man declared to launch the attack in the name of an extreme organization.",据媒体报道，此人宣称以极端组织名义发动袭击。
"Meanwhile, the People's Publishing House also have uploaded the e-book of related readings",在移动互联网上，人民出版社把相关读物的电子书
"To maintain the sound and stable development of Sino-Canadian relations, we must comply with the trend of the times,",中加关系要持续健康稳定发展，必须顺应时代潮流
Red meat and chocolate may sound like a nightmare for your digestive system.,廋肉和巧克力可能听起来像是你消化系统的梦魇。
I've really enjoyed playing again and I've played some solid golf.,能够再次比赛我真的很享受，我一直在打高尔夫。
Foreign press: Year-end return policies at US malls vary widely; be cautious when returning gifts,外报：年终美国商场规定差异大 购物退货需谨慎
Moore's Ford Massacre: Activists Reenact Racist Lynching as a Call for Justice,摩尔滩惨案：活动者再现种族主义私刑，伸张正义
Wonly Group is but an epitome of standards driving industry toward structural transformation.,王力集团只是标准撬动产业转型升级的一个缩影。
For this week's edition Riodoce was looking at three main stories.,这周的《Riodoce》主要报道了三件大事。
"inhibiting the increment, reducing the existing pollution and pushing hard to ensure success in pollution prevention and control.",遏制增量、减少存量，切实打好污染防治攻坚战；
"""The role of women cannot be overstated,"" he said in a statement Wednesday.",他在周三的声明中称，“女性的地位不容小觑。”
"In September this year, the Houthis Armed Forces announced the appointment of military commanders and other senior positions.",今年九月，胡塞武装宣布任命军队指挥官等要职。
The year 2018 is the 40th year for China to implement reform and opening up.,2018年是中国实施改革开放的第四十个年头。
Any movement in the property market would have an impact on the sensibilities of the general public.,楼市一丝丝的风吹草动都牵动着人们的敏感神经。
"Then Abe formed a new cabinet, with all the original cabinet ministers staying on.",安倍随后组建了新一届内阁，原有阁僚全部留任。
The Post talked to some of the real people blocked by Hogan.,《华盛顿邮报》与被霍根屏蔽的人面对面交谈过。
This is the first time that Germany had a far-right political party entering the federation after World War II.,这是德国二战后首次有极右翼政党进入联邦议院。
Li Keqiang put forward the following suggestions on how to create a regional and national community of a shared future for mankind.,李克强就打造地区国家命运共同体提出以下建议。
A computer keyboard and headphones lay next to her severed head.,她的头颅被割下，旁边放着一个电脑键盘和耳机。
This mission was the 260th flight of the Long March rocket series.,这次任务是长征系列运载火箭的第２６０次飞行。
"She can be sleepy, conversational or she can 'be in the mood'!""",她可以慵懒，可以健谈，也可以‘性致勃勃’！”
He said Sri Lanka regards China as a close friend and a reliable partner.,他表示，斯里兰卡视中国为亲密朋友和发展伙伴。
giving their high appraisal to the positive outcomes and social repercussions achieved in this Media Exchange Year.,高度评价媒体交流年取得的积极成果和社会反响。
News of the killings only filtered through to Jakarta the following day.,第二天关于此次杀戮的消息只在雅加达慢慢传开。
"After the July 7th Incident in 1937, Japan launched a full-scale war of aggression against China.",1937年七七事变后，日本发动全面侵华战争。
"The exit of poverty-stricken counties needs to pass the preliminary verification, secondary verification and special inspection for assessment.",贫困县退出需要通过初核、复核和评估专项检查。
"All localities are required to intensify efforts to investigate and punish the practice of providing illegal home financing,",要求各地加大力度查处违规提供购房融资的行为。
"""Once a country owns a club, everything is possible.",“一旦国家拥有俱乐部，那么什么事情都会发生。
"Next, Xi Jinping checked the Djibouti-based Security Base via video.",接着，习近平通过视频察看了驻吉布提保障基地。
China hopes to reinforce the connection between the Belt and Road Initiative and the Eurasian Economic Union.,中方愿将一带一路倡议同欧亚经济联盟加强对接。
"He said that a ""yes"" result would be ""confirmation of our future.""",他说“支持”的投票结果将“确定我们的未来”。
"On Saturday, a little boy was plucked from a sewer.",周六，救援人员从下水道里打捞上来一名小男孩。
"Indonesia Tsunami and Quake Devastate an Island, Killing Hundreds",印尼海啸和地震摧毁了一座岛屿，致使数百人死亡
"""I don't usually cry but today I can't help it.",“我平时都不怎么哭的，但今天我是真忍不住了。
This is why putting the investment into language teaching now is important for today's children.,因此，加大对当今儿童语言教育的投资十分必要。
Whether that is a wholly accurate representation is the subject of continuing historical debate.,这一表述是否完全准确，一直是历史争论的主题。
Chris Leslie is MP for Nottingham East,Chris Leslie 现任诺丁汉东区议员
There was time this morning when we put some heat on Europe.,今天上午有段时间，我们对欧洲施加了不少压力。
One in five children have secret social media accounts that they hide from their parents,五分之一的未成年人瞒着家长，秘密使用社交媒体
"""We spoke about him playing 55, 60 minutes.",“我们曾谈到让他上场 55 或 60 分钟。
"The company calls it ""personal empowerment through data.""",公司将这一特性称为“通过数据实现个人赋权”。
"They want to be famous to say my name, but it is part of the job.",他们想利用我出名，但这也是他们工作的一部分。
"""I genuinely did believe management was the right fit for me, more so than playing.",我真心觉得，我更适合做教练，比踢球更适合我。
"""That's why I'm all over the place fighting for great candidates.""",就是为了能让你们选出优秀的候选人”，他说道。
Labour denies it is devising a plan for Britons to work a four day week but be paid for five days,工党否认并未制定英国工资不减“上四休三”计划
Saipov's defense team had previously asked prosecutors not to seek the death penalty.,赛波夫的辩护团队此前曾要求检方不要寻求死刑。
It would be extremely ill advised to venture out into the desert on foot with the threat of tropical rainfall.,由于热带降雨的威胁，沙漠冒险活动将十分危险。
The judge said he expected the trial to go to the jury later that day.,法官称，希望当天晚些时候，将审判送往陪审团。
He then jumped off the traffic control tower when he thought it was collapsing.,当他意识到控制塔开始崩塌后，从塔上跳了下来。
Many of the transmissions of the diseases come from inadequate sexual protections in these relationships.,许多疾病的传播皆源于这类关系中性保护的不足。
"""A couple of days before Christmas we noticed his change in attitude.",就在圣诞前几天，我们注意到，他的情绪不太对。
"""I'm incredibly optimistic for this next era of the web,"" Berners-Lee added.",“我非常看好下一代网络”，伯纳斯-李补充到。
Brexit: UK 'would forever regret' losing carmakers,脱欧：英国失去汽车制造商“成为其永远的遗憾”
Federal prosecutors seeking rare death penalty for NYC terror attack suspect,联邦检察官为纽约恐怖袭击嫌疑人寻求罕见的死刑
"Trump meeting with Rosenstein may be delayed again, says White House",白宫称，特朗普与罗森斯坦的会面可能会再次推迟
He also wants to give councils greater powers to build new homes.,他还希望，赋予议会更大的权力来建造新的房屋。
New cancer vaccine can teach the immune system to 'see' rogue cells,新型癌症疫苗可以训练免疫系统“发现”无赖细胞
Mexico's AMLO vows not to use military against civilians,墨西哥 AMLO 郑重宣告不会对平民使用武力
Death of Chinese activist in police custody prompts calls for investigation into torture,中国维权人士葬身看守所 各界呼吁彻查酷刑真相
"""That is perhaps a reason why e-cigarette use remains relatively low in Scotland.",“这也许是电子烟在苏格兰尚未流行的一个原因。
Babies on a plane: Japan Airlines unveils tool to tackle horror of screaming infants,飞行中遇到宝宝：日航推出避开尖叫宝宝选座服务
"On Thursday, a bronze statue of Vidyasagar was installed at Vidyasagar College.",星期四，维迪亚萨加学院矗立了维迪亚萨加铜像。
Priest who sexually abused boys in Wisconsin gets 30 years,威斯康辛州性侵男童的牧师被判处 30 年监禁
Thomas Cook bosses face investigation into what led to collapse,托马斯·库克的老板们正面临集团倒闭原因的调查
Williams said she didn't know how that could've caused damage.,威廉姆斯表示她不知道这怎么会对球场造成损坏。
But Mr Puglia insists he was just doing his job.,但普格里亚却坚持说他只是在做自己的本职工作。
"US theater chain bans dressing up for ""Joker"" screenings over fears of another shooting",美国院线担忧枪击再现，禁《小丑》观众乔装观影
North Carolina man wins five times in the same lottery drawing,一名北卡罗莱纳男子在同一次彩票抽奖中抽中五次
"""Somebody knows something, they need to say something,"" he said.",他说：“有人知道一些情况，他们需要说出来。”
Manson and Williams had initially pleaded not guilty to the charges.,曼森和威廉姆斯夫妇两人最初对这些指控不认罪。
"Pet owners who fail to walk their dogs face $2,700 fine",不遛狗的宠物主人将面临 2700 澳元的罚款
"Oil falls after Iran claims US offered to remove sanctions, Trump denies",特朗普否认伊朗声称美国提议取消制裁后油价下跌
The agreement also allows Spidey to appear in a future Marvel Studios film.,协议还允许蜘蛛侠出现在漫威影业未来的电影中。
"The company is being investigated over the claims by Spain's High Court, the Audiencia Nacional, said the report.",报道称，该公司正在接受西班牙高等法院的调查。
It comes after a divisive week in Westminster following the return of Parliament.,议会复会后，威斯敏斯特迎来了争论不休的一周。
I leave you with a final thought experiment: Fermi's paradox.,最后我想给大家出一个思考题： “费米悖论”。
"Some of them are obvious, some of them are not so obvious.",有些方式是显而易见的， 而有些则不那么明显。
My doctor wouldn't prescribe something to me if it's not going to help.,如果这药对我没有帮助， 那医生就不会开给我。
"Well, I watch how people behave and respond to sound.",其实， 我会去观察人们对声音的行为举止和反应
[I can investigate my local problem] But my students in Hong Kong are hyperconnected kids.,不过，我在香港的学生是 非常与时俱进的孩子。
And today the whole Pacific Ocean has traces of contamination of cesium-137.,今天，整个太平洋都 受到了铯-137的污染。
We looked for the possibility of creating life-sustaining clothing for interplanetary voyages.,我们尝试探索为星际航行 制造维持生命的服装。
"Bucky Fuller said that tension is the great integrity, and he was right.",巴基．富勒说张力有十足的完整性， 他是对的。
"For almost a century, we didn't know much about these.",在将近100年时间里 我们几乎对此一无所知。
No one outside of our lab has seen these yet.,目前为止还没有我们实验室外的人 看到过这些。
"Today, we see that same drive to beat cancer.",今天，我们看到了在对抗癌症时 同样的推动力。
"I didn't know what to do, because the resin was going to kill me.",我不知道要怎么办， 那些树脂快要把我害死了。
"Using the first head, which is our laser, we will make an incision in the site of infection.",第一个头是激光头， 用它在感染部位进行切割；
"Oh, so I call myself a Bad Feminist.","哦, 所以我叫我自己“一个不良女权主义者”。"
"There is also this: As a feminist, I feel a lot of pressure.",还有， 作为一名女权主义者，我感到压力很大。
"They are gorgeous and headstrong, brilliant girls, who are a whole lot of brave.",她们俩特别可爱，聪明又固执。 还特别的勇敢。
"Bitch, you gotta shake it'til your camel starts to hurt!""",“婊子，你要摇起来， 直到你的下身开始疼！”
They undertook a study of autism prevalence in the general population.,他们在普通人群中进行了 自闭症普及性的研究，
NR: It's not a whole lot. It fits in a small Ziploc bag.,"""其实并不算很多。 一个小拉链袋就装得下。"""
NR: It's kind of magical when it all fits together.,"""当它们全部拼在一起时， 感觉真的好神奇。"""
"LN: But at any moment, you could uncover some tiny bit of evidence.",但是在任何时候， 你都可能发现些细小的线索。
"It requires our willingness to readjust, to reimagine.",我们要有主动性， 去大胆做出改变、重新想象。
And I think computers today are doing quite the opposite.,我认为在当今，电脑 正在做着截然相反的事情。
Or to people just like him all over the world?,或者说世界其他地方的 像他一样的人怎么样了？
So how are we going to do it? How are we going to do it together?,我们要怎么达成这一目的呢？ 怎样共同达成呢？
"Now, the Dark Playground is a place that all of you procrastinators out there know very well.",黑暗的操场是一个 所有拖延者都很了解的地方。
Do we get what's going to be now happening one day in the future?,我们现在具有完成 将来那个任务所需的能力吗？
"Yes, these men and women were the stars of the show for me.",是的——这些男人女人， 才是我的偶像、明星。
"So I held on and I closed my eyes to listen, to wait.",于是我抓紧了， 我合上双眼， 倾听， 等待。
"And this made me feel even more ridiculous -- hurt, really.",这让我心里感觉更加难受了， 挺受伤的，真的。
"But I met people, and I could express myself.",但我也遇见了其他人， 我能够表达自己的想法。
"All these traces -- these are cars, planes, trains and automobiles.",这些线条轨迹-- 是车、飞机、火车 和汽车。
So how do we build this platform that inspires the youth?,那我们要搭建一个怎样的平台 来鼓励年轻人呢？
"They have different parts of the bots -- the physical, the sensors.",程序里面有不同的部分-- 物理调节，感应器。
"One grows greens, one grows Ebola vaccine.",一个种植绿色蔬菜， 一个种植伊波拉病毒疫苗。
The system isn't broken because the rules are wrong.,原有的难民体系的规定 并不是导致其崩溃的原因
"For refugees, that choice is the global refugee regime today.",对于难民来说 这个选择就是现今的全球难民体制
And I want to suggest four ways we can transform the paradigm of how we think about refugees.,我想提出四种途径 来转变我们对难民的既定想法
"But the first time I truly went underwater, I was about 10 years old.",但第一次真正潜入水中， 发生在我10岁那年。
And I've been privy to the mating rituals of green sea turtles in the Mozambique Channel.,在莫桑比克海峡，我看到了 绿海龟的求爱仪式。
Everyone on this planet affects and is affected by the ocean.,我们每一个人都会 影响海洋，也会被海洋影响。
"But we have them, and we pay for them in lives cut short.",但是它们确实存在 我们为此付出缩短生命的代价
I talk to people that I like. I talk to people that I don't like.,我和我喜欢的人交谈， 也和我不喜欢的人交谈。
There is no reason why most of your interactions can't be like that.,没有理由说 你大部分人际互动 不能成为那样。
"""Were you angry?"""" """"Yes, I was very angry.""",“你当时气愤吗？” “是的，我当时气得很。”
"They care about what you're like, what you have in common.",对方关心你是什么样的人， 和你有什么共同点。
So our minds are filling in those other 275 words.,所以我们的脑子 被这另外275个单词占据了。
"He said, ""Most of us don't listen with the intent to understand.",他说：“我们大多数人 都不是为了理解而倾听。
"And I kind of grew up assuming everyone has some hidden, amazing thing about them.",我在成长中默认了 每个人都有不为人知的精彩。
Does that change the way you think of me and my accomplishments?,这有没有让你们对我 以及我的成就有所改观呢？
"That's the word ""retard"" or ""retarded"" used in a derogatory manner.",他们叫我“傻子”，说我迟钝 完全是贬义的用法
Ebola on one person's doorstep could soon be on ours.,一个人患上了埃博拉， 我们可能就会是下一个。
A short corridor is mirrored at both ends to make it appear longer.,在短走廊两端装上镜子，可以使其看起来更长。
"build a good order and establish a safe, stable and prosperous cyberspace.",构建良好秩序，建设安全稳定繁荣的网络空间。
Modern sex dolls have evolved into robots with a silicon skin.,现代性爱玩具已进化成拥有硅胶皮肤的机器人。
The Yellow River and the Yangtze River have become the cradle of ancient Chinese civilization.,黄河和长江两条大河成了中国古代文明的摇篮。
"""Obviously, I'm very proud of all the Scots who've made the team.",“当然，我为所有的苏格兰队员感到非常自豪。
"It's difficult to watch, and even more difficult to look away, but Greene said that's the point.",看很难，不看更难，但格林说这就是关键所在。
Tibet’s “Basketball Kids” on their way to Beijing for the Finals.,在前往北京参加总决赛前的西藏“篮球小子”。
Those immutable factors will make Kelly's mission very difficult.,这些永恒的影响因素会让凯利的任务难上加难。
"And of course, this is not the perspective Miller and Trump want ever to recognise.",当然，这不是米勒和特朗普曾想要承认的观点。
Both sides also exchanged views on international and regional issues of common concern.,双方还就共同关心的国际和地区问题交换看法。
made a working report on behalf of the 14th Central Committee of the China Party for Public Interests.,代表中国致公党第十四届中央委员会作工作报告
they are trying to tackle the smart management of rural sewage this year.,今年他们正努力攻克农村污水的智慧化管理课题
"With active support from all parties, it is necessary to promote the steady development of cooperation in various fields.",在各方积极支持下，推动各领域合作稳步发展。
"Li Keqiang respectively met with the Russian Prime Minister, Kyrgyzstan Prime Minister,",李克强分别会见俄罗斯总理、吉尔吉斯斯坦总理
"Rather unusually, Limbaugh actually hit on something.",不同寻常的是，林博实际上被一些东西所打动。
I will continue to push forward the comprehensive strategic partnership between Pakistan and China.”,我将继续推动巴中全面战略伙伴关系继续前进。
"In fact, like Joanne, you may choose not to leave.",实际上，你可能会和乔安妮一样，选择住下去。
"Slowly, a new type of activism began to take shape for Ferrell.",慢慢地，费雷尔开始形成一种新型的行动主义。
"""As long as we don't know why, you distrust everyone.""",只要我们不知道为什么，你就不相信任何人。”
"It's important to change their routines, they are told.",他们被告知要改变他们的日常习惯，这很重要。
"It was a really special time and one we will always cherish.""",那真的是一次特别的回忆，我们会永远铭记。”
We thank Pakistan for its security guarantee provided to Chinese enterprises and citizens in Pakistan.,感谢巴方对中国在巴企业和公民提供的安全保障
"Five soldiers and an interpreter were injured, a Nato statement said.",北约声明称，有五名士兵和一名口译员被炸伤。
abnormally high interest rates and violations of personal privacy will be vigorously rectified.,畸高利率、侵犯个人隐私等突出问题大力整顿。
"Today, an explosion in a chemical plant occurred in Fuji City, Shizuoka Prefecture, Japan,",日本静冈县富士市一个化工厂今天发生爆炸事件
China’s door will only open wider and wider.,中国对外开放的大门不会关闭，只会越开越大。
